OBJECTID,ID_No,Name,Name_Other,Components,Part_of,Rec_Type,Rec_Note,Country,State_Prov,Latitude,Longitude,Loc_Note,Dep_Type,Dep_Note,Dep_Form,Commods,Status,Stat_Note,Oth_Mins,Age_Mzn,Age_Ma,Host_Age,HAge_Ma,Host_Lith,Host_Unit,Assoc_Rock,Alteration,Company,Comments,Ref_List,Discov_Yr,Expl_Note,Mine_Meth,P_Status,PStat_Note,P_Years,P_refs,P_Note,RR_Ore_Mt,RR_TREO_Mt,RR_TREOgrd,RR_REE_grd,RR_Cutoff,RR_HM_Mt,RR_HM_pct,RR_min_Mt,RR_min_pct,RR_mon_Mt,RR_mon_pct,RR_oth_grd,RR_Yr_Est,RR_Refs,RR_RegCode,RR_Note,Region,has_REE,lat_z,lon_z,region_Africa,region_Antarctica,region_China,region_East Asia,region_Europe,region_Middle East,region_North America,region_Oceania,region_Russian Federation,region_South America,region_South and Central Asia,is_composite_system,is_part_of_complex,rec_type_district or area,rec_type_district or area(?),rec_type_intrusion or complex,rec_type_intrusion or complex(?),rec_type_site,rec_type_site(?),system_class,system_alkaline_intrusive,system_carbonatite,system_clay_laterite,system_hydrothermal,system_other,system_pegmatite,system_placer,system_skarn,system_vein,dep_form_ ,"dep_form_banded or laminated, disseminated, massive","dep_form_banded or laminated, lens, stockwork","dep_form_banded or laminated, lens, veinlet","dep_form_banded or laminated, massive",dep_form_bedded or layered,"dep_form_bedded, disseminated, banded",dep_form_bedded; pelletal; bioclasts,dep_form_breccia,"dep_form_breccia pipes, nests, veins","dep_form_breccia, concretions","dep_form_breccia, massive, layered, dikes, veins",dep_form_brecciated,dep_form_dike,"dep_form_dike, disseminated, stockwork","dep_form_dike, lens","dep_form_dike, vein","dep_form_dike, vein, lens","dep_form_dike, veins",dep_form_dike-shaped body,dep_form_dikes,dep_form_dikes and plugs,dep_form_dikes or sills,"dep_form_dikes, breccia, blanket-shaped bodies","dep_form_dikes, plugs, breccia","dep_form_dikes, sills","dep_form_dikes, vein","dep_form_dikes, veins, cement, breccia fillings","dep_form_dikes, veins, sills, tock-like bodies","dep_form_dikes, veins, veinlets",dep_form_disseminated,"dep_form_disseminated, dikes","dep_form_disseminated, layers","dep_form_disseminated, stratabound","dep_form_disseminated, vein","dep_form_disseminated, veins","dep_form_disseminated, veins, lenses",dep_form_laterite,dep_form_layer,"dep_form_layer, banded, disseminated",dep_form_lens,dep_form_lens or lensoid,"dep_form_lens or lensoid, vein, veinlet, breccia","dep_form_lens, dike","dep_form_lens, dikes, pegmatite","dep_form_lens, dikes, pegmatites","dep_form_lens, disseminated","dep_form_lens, vein","dep_form_lens, vein, nodules",dep_form_lenticular,"dep_form_mantle-shaped, veins",dep_form_massive,dep_form_massive layers or bands,"dep_form_massive, breccia","dep_form_massive, lens, vein","dep_form_massive, oolitic, breccia","dep_form_massive, vein","dep_form_massive, vein, veinlet","dep_form_nest, lens, vein, disseminated","dep_form_nests, veinlets",dep_form_nodular,dep_form_pegmatite,dep_form_pegmatite dikes,dep_form_pegmatite(?),"dep_form_pegmatite, disseminated","dep_form_pegmatite, other","dep_form_pegmatite, stockwork, vein",dep_form_pegmatites,"dep_form_pegmatites, disseminated","dep_form_pegmatites, veins","dep_form_pegmatitic, sill, vein, stockwork","dep_form_plug, dike","dep_form_seams, dikes",dep_form_sheets,dep_form_sill,"dep_form_stock, breccia, dikes, sills",dep_form_stockwork,"dep_form_stockwork, stratiform","dep_form_stockwork, vein","dep_form_stockwork, veins",dep_form_stratabound,dep_form_stratiform,"dep_form_stratiform oolitic, massive","dep_form_stratiform, lensoid","dep_form_stratiform, nodular, pebbles","dep_form_stratiform, oolitic","dep_form_stratiform, pelletal to massive","dep_form_stratiform, pelletal, nodular","dep_form_stratiform, roll, lenticular, tabular","dep_form_stratiform, veinlets, disseminations",dep_form_stratiform; lenses and nodules,dep_form_tabular,"dep_form_tabular, roll-shape",dep_form_unknown,dep_form_vein,"dep_form_vein, dike","dep_form_vein, dikes, lenses","dep_form_vein, lens, stockwork, dike","dep_form_vein, stockwork","dep_form_vein, stockwork, breccia, massive","dep_form_vein, stockwork, dike","dep_form_vein, stockwork, mineralized cupolas","dep_form_vein, veinlets",dep_form_vein-shaped,dep_form_veinlets,"dep_form_veinlets, disseminations",dep_form_veins,"dep_form_veins, dikes","dep_form_veins, lens","dep_form_veins, lenses","dep_form_veins, loads","dep_form_veins, nests","dep_form_veins, other(?)","dep_form_veins, pegmatite","dep_form_veins, pegmatites","dep_form_veins, pegmatites, dikes","dep_form_veins, stockwork","dep_form_veins, veinlets, stockworks",has_Nb,has_Ta,has_Th,has_U,has_P,has_F,has_Zr,commodity_count,is_producing,is_prospect,is_occurrence_only
11,4087,Ambatofinandrahana, , , ,intrusion or complex, ,Madagascar,Fianarantsoa,-20.45,46.95,Approximate location.,alkaline igneous, , ,REE,Deposit, ,,,,,,nepheline syenite dikes,,,,,Small amounts of bas recovered from pegmatites.,Neary and Highley (1984); Woolley (2001),,,,Past producer,,,,,,,,,,,,,,,,,,,,,Africa,1,-1.2070152602081095,0.031610568200439594,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,alkaline_intrusive,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0
12,4192,Amis,Brandberg, , ,intrusion or complex, ,Namibia,Erongo,-21.1988,14.4555,Estimated location.,alkaline igneous, , ,"REE, Th",Occurrence, ,"arfvedsonite, aegirine, quartz, riebeckite, astrophyllite, pyroxene, amphibole, biotite",Lower Cretaceous,,,,fenitized peralkaline arfvedsonite-aegirine granite and associated agpaitic pegmatites,,,,,On southwest periphery of the Brandberg complex.,McManus and Schneider (1994); Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,1,-1.2291778457525173,-0.3714302244971059,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,alkaline_intrusive,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,1,0,0,0,0,1,1,0,1
13,4088,Ampasiibitika,Ambohimirahavavy, ,TRE project,site, ,Madagascar,Antsiranana,-13.8005,48.2098,On Ampasindava Peninsula.,alkaline igneous with residual enrichment,"peralkaline granitic dikes, skarn", ,"REE, Ta, Nb, Zr",Deposit, ,"quartz, feldspar, aegirine, arfvedsonite, amphibole, riebeckite, aenigmatite",Oligocene–Miocene,,Oligocene–Miocene,23-24 Ma,"eudialyte granite, granite, skarn, syenite, trachyte",Ambohimirahavavy alkaline complex,Jurasic sediments,,Tantalus Rare Earths AG (TRE),Dikes are 0.25-1.0 m thick and dips change radically over short distances (meters).,Estrade and others (2014); Gilbertson and others (2011); Woolley (2001),,"20,000 m of planned diamond drilling initiated by TRE in 2010.",,No production,,,,,17 inferred,0.006,0.1,,,,,,,,,,2011,Pittuck (2013),JORC compliant,,Africa,1,-1.0102068833684446,0.04723631380786138,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,True,False,alkaline_intrusive,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,1,3,1,0,0
14,4127,Anezrouf, , , ,intrusion or complex, ,Mali,Kidal,20.067,0.05, ,carbonatite,alkalic igneous OR carbonatite, ,REE,Occurrence, ,"sodalite, cancrinite, aegirine, augite, calcite, wollastonite, nepheline, pyroxene, biotite",Permian or younger,,,,"nepheline syenite, ijolite, carbonatite, phonolite, pyroxenite, fenite",,,,,,Liégeois and others (1991); Sauvage and Savard (1985); Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,1,-0.007814567763157981,-0.550106743268113,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,carbonatite,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,1
15,4145,Angoche, ,"Congolone, Marrua", ,district or area, ,Mozambique,Nampula,-16.2237,39.9496,Estimated location.,shoreline placer, , ,"Ti, Zr, REE",Deposit, ,,,,,,beach sand,,,,Kenmare Resources (1988),Monazite is ~1.7 percent of HM.,Cílek (1989); Kenmare Resources plc (2013); Roskill Information Services (1988); O'Driscoll (1988),,,,Not known,,,,,124 estimated,,,,,,4,,,,,,,Roskill Information Services (1988),Not compliant,,Africa,1,-1.0819274726996537,-0.05521787246490068,True,False,False,False,False,False,False,False,False,False,False,1,1,True,False,False,False,False,False,placer,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,1,0,0,0
16,4193,Aris, , , ,intrusion or complex, ,Namibia,Khomas,-22.77,17.137,In Aus Mountains.,alkaline igneous, , ,REE,Showing, ,,,,,,phonolite,,,,,Monazite and veinlets with eudialyte have been reported in phonolite in the Aris area.,Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,1,-1.27568139063416,-0.3381706302390478,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,alkaline_intrusive,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0
17,4001,Atakor, , , ,intrusion or complex, ,Algeria,Tamanghasset,23.2312,5.6975,Estimated location in Atakor volcanic field.,alkaline igneous, , ,REE,Showing, ,"feldspar, nepheline, analcime, haüyne, pyroxene, arfvedsonite, aenigmatite",Miocene,5.7–19.9 Ma,Miocene–Pliocene(?),,agpaitic phonolite,,"trachyte, phonolite",,,,Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,1,0.08583774684637176,-0.4800588004851994,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,alkaline_intrusive,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0
18,4005,Bailundo, , , ,intrusion or complex, ,Angola,Huambo,-12.1523,15.9533,Estimated location.,carbonatite, , ,"P, REE",Occurrence, ,"calcite, dolomite, ankerite",Cretaceous,,,,"calcite carbonatite, phoscorite, fenite",,,,,Small scale mining of magnetite has occurred.,Alberti and others (1999); Filho and others (1991); Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,1,-0.9614243332959375,-0.3528524805926795,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,carbonatite,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,1,0,0,1,1,0,1
19,4211,Banke, , , ,intrusion or complex, ,Nigeria,Kaduna,10.8977,8.5511, ,alkaline igneous, , ,"Sn, REE",Showing, ,"feldspar, quartz, arfvedsonite",Jurassic(?),,Jurassic(?),,ignimbrite,,,,,,Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,1,-0.2792026495371169,-0.44466458897119804,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,alkaline_intrusive,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,0
20,4090,Befitina,, ,TRE project,site, ,Madagascar,Antsiranana,-13.8218,48.1365, ,supergene,"eluvial clays, argillaceous laterite, ion adsorption", ,"REE, Ta, Nb, Zr, Sn",Deposit, ,,,,,,weathered granite,,,,Tantalus Rare Earths AG (TRE),Weathered clays are related to REE-bearing peralkaline intrusive stocks and breccias; REE content is higher in saprolites than ferruginous layers.,Gilbertson and others (2011); Pittuck (2013),,"5,000 m of planned diamond drilling and 5,000 m shallow drilling initiated by TRE in 2010.",,No production,,,,,19 inferred,0.025 inferred,0.09,,,,,,,,,,2011,Pittuck (2011),JORC compliant,,Africa,0,-1.0108373094796836,0.04632714794580067,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,True,False,clay_laterite,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,0,0,0,0,1,3,1,0,0
21,4146,Beira, , , ,district or area, ,Mozambique,Sofala,-19.685,35.14,Estimated location.,shoreline placer, , ,"Ti, REE",Occurrence(?), ,,,,,,beach sand,,,,,Monazite is ~1.5 percent of HM,Cílek (1989),,,,No produciton(?),,,,,,,,,,,,,,,,,,,,,Africa,1,-1.1843731956495194,-0.11487304477277165,True,False,False,False,False,False,False,False,False,False,False,1,1,True,False,False,False,False,False,placer,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,0,0,1
22,4091,Beravina,Ambatofotsy, , ,site, ,Madagascar,Mahajanga,-18.1442,45.3128, ,other igneous deposit,NYF(?) pegmatite, ,"Zr, REE, Nb, F",Showing, ,"microcline, quartz, pyrite",,,Paleoproterozoic,500-600 Ma,"migmatite—hornblende gneiss, rhyolite",,,,Austral Resources Limited,Occurrence forms a hill.,Austral Resources Limited (2013),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,1,-1.1387694138562183,0.01130379672205336,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,True,False,pegmatite,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,0,1,1,3,1,0,0
23,4093,Bezavona,Ampasindava area, , ,intrusion or complex, ,Madagascar,Antsiranana,-13.932,48.0856,Estimated location.,alkaline igneous, , ,REE,Occurrence, ,"astrophyllite, arfvedsonite, aenigmatite, biotite",,,,,"nepheline syenite, phonolite, nordmarkite, theralite",,,,,,Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,1,-1.014098950674921,0.04569581721757576,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,alkaline_intrusive,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,1
24,4294,Bikita,Mdara, , ,district or area, ,Zimbabwe,Masvingo,-19.95,31.4333, ,other igneous deposit, ,pegmatite,"Li, REE, Ta, KAO, Sn",Occurrence, ,,,,,,,,,,,,Taylor and others (2005),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0,-1.192216525202495,-0.16084855774548987,True,False,False,False,False,False,False,False,False,False,False,1,1,True,False,False,False,False,False,other,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0,1,1,0,1
25,4295,Bindura, , , ,site, ,Zimbabwe,Mashonaland Central,-17.2971,31.3313, ,unclassified, , ,"REE, Ta",Showing, ,,,,,,,,,,,,de Kun (1987),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0,-1.1136973970097068,-0.16211369987277754,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,True,False,other,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0,1,1,0,0
26,4041,Bingo,Bingu, , ,intrusion or complex, ,Democratic Republic of the Congo,Nord-Kivu,0.5608,29.2985,Estimated location.,carbonatite with residual enrichment, , ,REE,Occurrence, ,"calcite, wollastonite, biotite, sodic amphibole, fayalite, hectoliter",,,,,"carbonatite, nepheline syenite, fenite",,,,,Deposit largely a phosphate resource.,Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0,-0.5851487372961863,-0.18732723826836972,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,carbonatite,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,1
27,4147,Boa Esperança,Ribaué pegmatite field, ,Ribaué pegmatite field,site,historic pegmatite mine,Mozambique,Nampula,-15.112,38.168, ,other igneous deposit, ,pegmatite,"KAO, FLD, Zr, REE",Occurrence(?), ,"quartz, microcline, muscovite",,,,,,,,,,,Cílek (1989); Hains and Mounde (2010),,,,Past producer(?),,,,,,,,,,,,,,,,,,,,,Africa,1,-1.0490239652881708,-0.0773156882881922,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,True,False,pegmatite,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,1,1,1,0,1
28,4130,Bofal-Loubboira,Wadi Guellouar, , ,district or area(?), ,Mauritania,Brakna,16.417,-13.75, ,phosphorite, , ,REE,Occurrence, ,,Middle Eocene,,,,limestone; clay; red sandstones,,,,,,Boujo and Jiddou (1989); de Kun (1987),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,0,-0.11584533330414253,-0.7212730310776232,True,False,False,False,False,False,False,False,False,False,False,1,1,False,True,False,False,False,False,other,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,0,0,0,0,0,0,1,0,1
29,4006,Bonga, , , ,intrusion or complex, ,Angola,Huíla,-14.2617,13.9683, ,carbonatite, , ,"Nb, P, REE",Occurrence, ,"garnet, calcite, ankerite-dolomite, biotite",,,,,"carbonatite, fenite",,,,,,Alberti and others (1999); Coltorti and others (1993); Filho and others (1991); Premoli (1994); Woolley (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,1,-1.023857236537623,-0.37747313865803295,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,True,False,False,False,carbonatite,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,0,0,0,1,0,0,2,1,0,1
30,4223,Boorama, , , ,site(?), ,Somalia,Awdal,10.05,43.083, ,unclassified, , ,"Ta, REE",Occurrence, ,,,,,,,,,,,,Arab Organisation for Mineral Resources (1987),,,,No production,,,,,,,,,,,,,,,,,,,,,Africa,1,-0.3042924248656354,-0.016353202448790585,True,False,False,False,False,False,False,False,False,False,False,1,1,False,False,False,False,False,True,other,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,1,0,0,0,0,0,1,1,0,1
